Gene,TBI Acute vs AControl Log2 fold change,TBI Subacute vs SControl Log2 fold change,TBI Chronic vs CControl Log2 fold change,TBI  Acute Avg,TBI  Subacute Avg,TBI Chronic Avg,Acute pval,Subacute pval,Chronic pval
Bcl2l15,0.32,-0.864,-0.663,0.3,0.1,0.3,0.8497856845190596,0.23944259863600265,0.053362722716941854
Camsap3,-0.192,1.648,-0.265,0.4,0.4,0.5,0.5506516528181926,0.16967992890125808,0.23944259863600284
Shisa2,0.789,-1.059,-2.369,0.1,0.1,0.0,0.9999999999999998,0.40195642649925795,0.027556463711438817
Gpr152,0.515,0.076,0.373,0.3,0.2,0.3,0.8302398938684533,0.8981682671940696,0.6964281801051349
Rpsa-ps2,0.29,0.362,0.333,5.8,7.7,5.0,0.8886446958484971,0.13482952445131793,0.15591047790657994
Tubb2b,0.957,-0.433,-0.003,4.8,3.2,2.7,0.4902527625037063,0.37441280205314154,0.9537029363251028
Morn2,0.361,-0.736,0.423,1.9,1.7,1.1,0.9292107457372207,0.018573048916706057,0.030466291662170977
Gm5455,0.367,-0.642,-0.725,0.3,0.2,0.2,0.7073822511915503,0.23944259863600265,0.30806800925035693
Smtnl2,0.78,1.505,-0.053,0.6,0.7,0.4,0.6172957947643398,0.20954242964298755,0.953702936325104
6330512M04Rik,-0.663,-0.033,0.039,0.8,0.6,1.3,0.0629288889337774,0.9102671297482571,1.0
5830403L16Rik,0.563,0.215,-0.922,0.1,0.1,0.1,0.8090084953266751,0.272228401224416,0.4397101096353205
Gm5564,0.644,-1.371,-0.386,0.0,0.0,0.1,0.203110663720055,0.7887799817897357,0.495025346059711
Ccdc36,-0.827,0.21,0.384,0.0,0.1,0.2,0.7209712020732304,0.9999999999999999,0.6470151800189031
Gm5806,-0.047,0.804,,0.0,0.1,0.0,0.7209712020732304,0.7887799817897359,0.49502534605971116
Zfp30,0.246,0.547,0.249,3.5,3.9,3.6,0.800976359311087,0.015244789002142314,0.5512693451595554
Olfr1417,1.308,1.484,0.41,0.2,0.0,0.2,0.6347335331925347,0.49502534605971116,0.7345458511273336
Scrt1,0.105,-1.734,-2.184,0.0,0.0,0.0,0.8456711339658728,0.40195642649925784,0.27222840122441616
Ccdc57,-0.271,0.434,0.13,0.8,1.2,1.3,0.18410042597872067,0.17363208281610723,0.7102042215009465
Zdhhc22,-2.94,1.484,0.023,0.0,0.0,0.1,0.285590940645201,0.49502534605971116,0.7887799817897359
Gm9828,-0.065,0.367,0.868,0.3,0.2,0.3,0.3970268789461046,0.35338746628869805,0.48492852081345156
A730049H05Rik,1.201,0.857,-0.034,29.0,8.5,10.2,0.43889160651006326,0.45993839151284693,0.9024046026490469
Gphb5,0.074,0.071,-0.462,1.3,0.5,0.8,0.629342321213157,0.8222951725440858,0.4750811507797477
4933408B17Rik,-0.5,0.144,0.931,0.6,0.5,0.6,0.30278327069785954,0.8867210237493972,0.42826341515811683
Gm8396,1.346,,-1.905,0.3,0.0,0.0,0.49601565973877915,0.49502534605971116,0.13284184055977563
Pls1,0.202,0.328,-0.128,0.2,0.2,0.2,0.9320939432187583,0.5908012080539894,0.7345458511273341
Fhl4,0.124,0.235,1.131,0.7,0.8,1.1,0.6773801783493056,0.6999591443943852,0.01878278417697481
Ces2b,-1.121,0.382,-0.091,1.8,3.9,1.1,0.07912352839276271,0.3207397154059644,0.921238806342843
C130071C03Rik,-0.07,,-0.813,0.2,0.1,0.1,0.7328283474517807,0.49502534605971116,0.5503617572827721
Hamp,1.186,-0.639,-0.279,0.1,0.1,0.1,0.7209712020732304,0.590801208053989,0.6577951001753808
Gm17646,-1.13,,,0.0,0.0,0.0,,0.49502534605971116,
3110021A11Rik,-0.043,-0.375,-0.638,0.8,0.8,0.8,0.48120451709507644,0.2022197638985764,0.12106390803446251
Prss27,-0.56,1.232,-0.425,0.2,0.5,0.3,0.3150958846268712,0.053362722716941924,0.4019564264992577
Creg2,1.861,-0.805,-0.079,0.1,0.0,0.0,0.35241319520191294,0.21910203741704776,0.49502534605971116
Gprc5c,0.052,-0.293,-0.221,16.9,28.4,34.6,0.7798610266417398,0.526945802485858,0.510217056365305
2010001K21Rik,1.483,-0.74,-0.29,0.1,0.1,0.1,0.4837628937195333,0.495025346059711,0.495025346059711
Gm5812,2.575,-0.288,-0.742,0.3,0.2,0.1,0.26144349246567966,0.495025346059711,0.13284184055977563
Gm9858,-0.21,3.067,2.775,0.1,0.1,0.1,0.6773801783493056,0.030466291662170977,0.053362722716941896
Dock8,0.275,1.573,0.787,2.4,3.5,3.7,0.8630527074492802,0.24115798686313675,0.3958942047650148
Gm14964,0.384,-0.606,-1.16,0.4,0.4,0.3,0.9688857438166938,0.5839768689919975,0.23506393317754468
9230110C19Rik,0.59,0.838,0.892,1.2,1.1,1.0,0.7466156365497774,0.20954242964298755,0.05635778865809611
Prx,0.936,0.56,-0.214,3.5,2.4,2.2,0.4921101972451193,0.4897970537745289,0.6086542899759981
Gm6792,-0.334,-0.34,0.126,1.0,1.2,0.3,0.3096997937690945,0.46858919588622694,0.7887799817897357
Uck2,-0.976,0.559,0.388,0.1,0.2,0.2,0.011471334742465426,0.5908012080539894,0.590801208053989
Klf1,-1.268,-1.077,0.576,0.1,0.1,0.2,0.27095295572775807,0.495025346059711,0.590801208053989
Gzmm,-0.55,-0.218,0.051,0.5,0.5,1.0,0.22480609621024342,0.6633289893018101,0.8981682671940696
1700041G16Rik,0.176,-0.234,0.296,0.4,0.6,0.5,0.7209712020732305,0.5284760805447715,0.5993186840056495
Ntrk2,-0.279,1.014,0.122,1.7,4.9,1.9,0.22048596679416937,0.0847558165393371,0.6956231363074028
Clca1,-0.166,2.445,0.692,0.4,0.9,0.3,0.4912790589923822,0.29404560794166745,0.0
9330154J02Rik,1.779,0.526,0.703,0.2,0.1,0.1,0.2062455150512885,0.272228401224416,0.7887799817897359
Gm13247,-0.304,-2.378,1.044,0.1,0.0,0.1,0.7209712020732304,0.13284184055977563,0.7887799817897359
Mpz,-0.469,-0.49,2.117,0.1,0.1,0.3,0.6038968976897332,0.2722284012244162,0.015587358121496163
Lrrc48,-0.35,0.804,-0.051,1.0,1.2,0.8,0.3053578038220773,0.00846616206537174,0.7887799817897362
Gm13199,0.526,0.446,2.349,0.4,0.2,0.3,0.8456711339658726,0.4397101096353209,0.05766888562243725
Gm3386,0.399,-0.79,1.221,0.1,0.1,0.1,0.35241319520191294,0.27222840122441616,0.23944259863600284
Glipr1,0.753,0.773,1.717,0.6,0.4,0.7,0.6857364228019736,0.5268586623002179,0.21074456865203772
Gm6578,0.911,-0.403,0.713,0.1,0.1,0.1,0.7209712020732304,0.9999999999999999,0.7887799817897359
Ska2l-ps,-0.112,,1.376,0.1,0.1,0.1,0.7506327175232669,0.495025346059711,0.4397101096353207
Gm5621,1.07,-0.265,-0.211,1.1,0.6,0.4,0.4943155634953389,0.23944259863600295,0.5503617572827715
Abat,0.179,0.289,-0.104,1.2,2.6,2.2,0.8393515663785986,0.31708257463012,0.8291465616535401
Gm10032,-0.874,3.492,0.211,0.1,0.4,0.3,0.20624551505128855,0.17363208281610723,0.5908012080539888
Cacnb2,0.055,0.092,-0.239,3.2,3.9,4.7,0.7009011562549914,0.8268739546328491,0.38136782935847585
Fgf18,-1.023,-0.698,-0.884,0.3,0.2,0.4,0.008993598534950693,0.5540449004637754,0.20572715816071066
Gm9234,-0.713,0.241,0.692,0.1,0.1,0.2,0.09321632060943742,0.35338746628869805,0.6964281801051349
Gm8724,-0.235,0.664,-0.766,0.0,0.1,0.0,0.35241319520191294,0.272228401224416,0.7887799817897357
Nfe2,-0.115,0.203,0.215,0.7,0.9,0.8,0.36321746764912255,0.7504225090945672,0.66332898930181
Gm8991,1.451,-2.315,1.045,0.1,0.0,0.1,0.7209712020732304,0.27222840122441616,0.4397101096353207
Gm5434,0.64,1.427,-0.037,0.5,0.4,0.3,0.9646399096650007,0.2722284012244159,0.8981682671940694
Hist1h3f,-0.952,-0.695,0.33,0.3,0.4,0.4,0.13088526321020866,0.1328418405597757,0.72437748611315
Gm16380,0.188,-0.714,-0.191,0.2,0.2,0.3,0.646228755926028,0.4127704262065395,0.21910203741704767
Hist1h4a,-0.712,-0.631,-0.24,0.4,0.5,0.5,0.05548291520307353,0.272228401224416,0.23944259863600226
Gm5528,,-0.734,-1.593,0.1,0.0,0.0,0.203110663720055,,0.27222840122441616
Caln1,0.972,0.576,-0.42,0.7,1.2,0.6,0.667625327335392,0.2706314985285009,0.148220146212128
Intu,0.723,0.375,0.105,0.9,0.7,0.8,0.6530854636655952,0.5379249391179789,0.7887799817897359
Myt1l,-0.365,-1.25,3.474,0.2,0.0,0.2,0.5654993745028181,0.495025346059711,4.48393806665394e-48
Gm10106,,,,0.0,0.0,0.0,,,
Olfr1373,0.256,0.656,-0.61,1.8,1.7,2.0,0.8261776338523216,0.28028660096980934,0.25652917745184955
Aldoart2,0.417,-1.448,,0.0,0.0,0.0,0.8456711339658728,0.21910203741704776,
3300002I08Rik,-0.363,-0.269,0.263,1.1,0.8,1.1,0.21621355488846428,0.5379249391179788,0.7296049004808303
Slco1a5,-1.084,0.121,0.94,1.2,1.3,1.6,0.01655302072410631,0.6455949154718792,0.117140914240368
Tnnt1,1.335,1.188,-0.142,0.6,0.6,0.3,0.4429801428549359,0.28268303811781015,0.8284501548958921
Gm5321,,,,0.0,0.0,0.0,,,
U4,-0.839,1.481,-0.117,0.2,0.3,0.4,0.2427680009919808,0.2234265316037083,0.5367166448164783
U1,,,,0.0,0.0,0.0,,,
Snora7a,0.584,0.703,0.239,0.4,0.5,0.5,0.8205593600977303,0.40434200610806625,0.4127704262065396
SNORA42,0.13,1.311,0.449,0.4,0.4,0.4,0.6319893941841643,0.506714183698112,0.72437748611315
Snord73a,-0.521,-0.028,0.729,0.1,0.1,0.1,0.2031106637200544,0.495025346059711,0.23944259863600284
SNORA46,-1.07,-0.393,0.278,0.6,0.3,0.7,0.021816439840006557,0.6633289893018097,0.7458032603562914
Mir128-1,-0.277,-0.53,0.526,0.2,0.1,0.3,0.10302055630588636,0.590801208053989,0.6964281801051349
Snora74a,1.438,-1.289,-0.112,0.2,0.1,0.1,0.3828926389048851,0.23944259863600265,0.8702764936696339
SNORA5,0.151,,0.028,0.2,0.0,0.1,0.8090084953266754,0.49502534605971116,0.9999999999999999
7SK,,,-2.033,0.0,0.0,0.0,0.4365880610203816,,0.27222840122441616
U6,,,,0.0,0.0,0.0,,,
U1,-2.404,1.278,,0.0,0.0,0.0,0.285590940645201,0.495025346059711,
Gm10155,-0.38,0.338,-1.347,0.2,0.2,0.1,0.2967126229427045,0.590801208053989,0.027556463711438817
Rps13-ps1,-0.331,-0.267,-0.107,0.5,0.5,0.6,0.2983356434294913,0.6888967461646928,0.9234062909990736
Gm6254,-0.736,0.752,-0.636,0.5,0.5,0.5,0.1567565472552112,0.6319913760152668,0.5090665576408142
Gm7589,-0.501,-0.125,1.689,0.2,0.2,0.2,0.14683945485052935,0.7887799817897362,0.40195642649925795
Gm5614,0.192,-2.315,0.606,0.0,0.0,0.2,0.35241319520191294,0.27222840122441616,0.5993186840056495
Cdkn2d,-0.209,-1.094,0.515,0.4,0.3,0.5,0.2855909406452013,0.09172111331157187,0.5993186840056495
4921513D11Rik,-0.649,-0.075,-0.034,0.2,0.1,0.2,0.18826552186830836,0.35338746628869805,0.6850376424742923
Rps15a-ps2,0.054,-0.322,-0.366,0.6,0.5,0.4,0.6703675753274299,0.4127704262065395,0.14822014621212778
B3galt4,-0.565,-0.73,-0.057,0.8,0.7,0.8,0.088902847917769,0.1849216589274214,0.7594013989276369
Pi15,2.355,1.975,0.607,0.4,0.5,0.1,0.2427680009919808,0.15403090300093608,0.72437748611315
Gm13139,0.189,0.108,1.154,0.8,1.1,0.7,0.766762335859091,0.6924712093359602,0.11773100337374409
Insm1,-0.823,0.72,-0.586,0.0,0.0,0.1,0.8456711339658728,0.49502534605971116,0.7887799817897357
Gm5518,0.174,2.454,0.511,0.1,0.2,0.1,0.7209712020732304,0.1328418405597757,0.72437748611315
Gm7551,-0.582,-0.652,1.243,0.1,0.1,0.2,0.3696576707467934,4.48393806665394e-48,3.5871504533231724e-47
Zfp467,-0.198,0.62,0.33,4.3,5.8,4.4,0.26880843952471734,0.2047505371485561,0.17305146486561176
Rpl7a-ps3,0.544,-1.063,-0.45,0.2,0.1,0.1,0.6773801783493059,0.27222840122441616,0.9999999999999999
Rpl32-ps,0.668,0.158,-0.371,1.5,1.6,0.9,0.7783266659314405,0.7129439240251704,0.4664204661472506
Gm5507,0.698,0.587,0.47,0.4,0.4,0.2,0.8090084953266751,0.5176315374029739,0.4397101096353209
Slfn9,1.271,2.43,0.24,2.7,5.1,1.0,0.38249514361389725,0.0640280933408914,0.6188832663274659
Gm13268,-0.535,-0.47,-0.215,0.4,0.3,0.3,0.09385447323495742,0.40096648504283117,0.9134339150167853
BY080835,-0.132,0.304,0.04,0.5,0.4,0.6,0.38809171944800247,0.7887799817897359,0.9360442444358628
Rpl7a-ps10,0.646,-0.026,2.77,0.3,0.2,0.1,0.7537124127125994,0.8436717205313302,0.053362722716941896
Fbxo47,0.225,0.785,1.136,0.5,0.7,1.0,0.6988091971041712,0.21910203741704792,0.24074587830298677
Hist2h3c1,,,,0.0,0.0,0.0,,,
Gm10290,2.799,0.72,1.275,0.1,0.0,0.0,0.4076765325135348,0.49502534605971116,0.495025346059711
Gm10291,1.102,-0.208,0.078,0.3,0.1,0.1,0.70738225119155,0.21910203741704776,0.7887799817897359
9230112E08Rik,-0.145,0.39,0.119,1.6,1.7,1.6,0.304787267369044,0.6525303419642892,0.8436717205313301
Tmem200b,0.243,-0.311,0.135,0.8,0.9,1.6,0.8757317520621679,0.686171298233028,0.7635291614438994
Gm5451,0.135,1.481,0.507,0.1,0.2,0.1,0.5761317257177404,0.21910203741704792,0.9999999999999999
Rps8-ps1,-0.241,0.214,1.856,0.1,0.1,0.1,0.11738679514629331,0.495025346059711,0.053362722716941896
Armc2,0.03,0.169,0.467,0.6,0.8,1.3,0.6803566094691247,0.5849372151613506,0.1668878662182832
2410004P03Rik,0.181,1.433,0.037,0.4,0.3,0.5,0.7728741075259977,0.5284760805447715,1.0
Wdr52,0.213,0.645,0.011,0.5,0.9,0.6,0.8144103779981724,0.22029509319939633,0.8702764936696338
Gm10343,,0.255,0.81,0.0,0.0,0.1,0.4365880610203816,0.49502534605971116,0.7887799817897359
Gm7123,,,,0.0,0.0,0.0,,,
Gm10359,1.971,0.854,0.136,0.2,0.1,0.1,0.3524131952019124,0.7887799817897359,0.7887799817897359
Gm628,-0.822,1.795,0.371,0.1,0.2,0.1,0.43658806102038167,0.40195642649925795,0.35338746628869805
Gm6740,,,,0.0,0.0,0.0,0.06235241600215038,,
Gm10420,1.328,-0.192,2.28,0.1,0.1,0.1,0.35241319520191294,0.35338746628869805,4.48393806665394e-48
2900060B14Rik,-0.716,-1.642,1.278,0.1,0.1,0.2,0.6319893941841646,4.48393806665394e-48,0.3018642394445506
4732440D04Rik,-0.702,,-2.238,0.1,0.1,0.0,0.43658806102038167,4.48393806665394e-48,0.27222840122441616
A330069E16Rik,0.1,0.273,-0.104,0.5,0.5,0.5,0.6225756634545607,0.8436717205313303,0.8702764936696334
Iqck,0.786,0.418,0.106,1.7,1.0,0.9,0.5981976773797553,0.2722284012244162,0.7887799817897356
Ccl21b,-0.028,0.323,-1.688,0.1,0.1,0.1,0.7209712020732304,0.9999999999999999,0.34564583902896867
Gm6181,0.001,-0.287,-1.278,0.2,0.1,0.1,0.7506327175232668,0.27222840122441616,0.5367166448164783
Gm10653,0.568,1.195,1.257,0.1,0.0,0.2,0.7209712020732304,0.495025346059711,0.6964281801051349
AA386476,-0.468,-0.239,0.653,0.4,0.3,0.6,0.285590940645201,0.7887799817897359,0.35754049539814897
Fat3,-0.278,0.358,1.877,0.5,1.0,1.1,0.5055488411705527,0.7396290780011185,0.16470053291544823
1700034I23Rik,-1.464,-1.217,0.752,0.2,0.1,0.2,0.13831848212793166,0.5367166448164783,0.495025346059711
Gm10731,-0.663,,,0.0,0.0,0.0,0.8456711339658728,,
Ccdc162,0.684,0.949,-0.187,2.1,2.1,2.6,0.7601360239948709,0.16188815472905524,0.5744747330176323
Gm13653,1.501,-0.228,0.157,0.1,0.1,0.1,0.5384659719172197,0.7887799817897357,0.7887799817897357
4933404M02Rik,-0.062,0.449,-0.237,0.6,0.5,0.3,0.49927429579070914,0.40096648504283117,0.23944259863600284
Gm5464,-1.535,0.027,-0.109,0.1,0.1,0.2,0.015315324970492527,0.72437748611315,0.9999999999999998
U5,0.607,-1.385,0.024,0.2,0.1,0.2,0.6729444167196179,0.27222840122441616,0.8702764936696339
Snord69,0.404,1.609,0.821,0.3,0.1,0.3,0.9494755282016868,0.4397101096353205,0.16967992890125816
snoU2_19,0.149,0.206,-1.697,0.6,0.6,0.2,0.5577099734909872,0.847457250937186,0.07274107613153434
AL845457.1,1.653,-1.313,1.109,0.2,0.1,0.2,0.46815684083218767,0.13284184055977563,0.3261205978989679
Gm7336,-0.502,0.263,-0.327,0.1,0.2,0.1,0.2855909406452012,0.495025346059711,0.7887799817897355
Gm4478,-0.014,2.303,0.551,0.3,0.2,0.4,0.5581101274138212,0.2234265316037083,0.5090665576408142
AK157302,-0.131,-3.776,-0.102,0.3,0.0,0.2,0.7303638259558862,0.0033957770638589776,0.7887799817897356
Lenep,,,,0.0,0.0,0.0,,,
Gm3940,0.612,1.865,1.046,0.0,0.1,0.0,0.4365880610203816,4.48393806665394e-48,0.495025346059711
Gm2606,1.126,-0.26,0.154,0.3,0.1,0.1,0.36593703082369966,0.7887799817897355,0.7887799817897355
Gm7293,1.056,-1.491,-0.712,0.1,0.0,0.0,0.9001384353975479,0.7887799817897357,
Gm6316,0.987,-1.565,1.435,0.1,0.0,0.0,0.8456711339658725,0.21910203741704776,0.21910203741704776
Gm4294,0.017,0.596,0.19,0.6,0.7,0.5,0.5967545219887269,0.5019025702815396,0.4950253460597114
Gm3055,,-2.292,,0.0,0.0,0.0,,0.27222840122441616,
1700125D06Rik,-2.2,-0.782,-0.023,0.0,0.1,0.1,0.09321632060943742,0.7887799817897357,0.495025346059711
Gm12537,1.462,-0.294,-0.243,0.3,0.1,0.1,0.285590940645201,0.9999999999999999,0.7887799817897355
Slfn1,-0.923,-0.348,1.818,0.1,0.1,0.1,0.4365880610203816,0.590801208053989,0.21910203741704776
Col22a1,0.595,1.358,1.005,0.1,0.5,0.1,0.5761317257177403,0.06532071006198006,0.272228401224416
Gm14010,0.599,0.791,-0.332,1.1,0.6,0.5,0.8110720821073913,0.4535493471690853,0.6996755072941434
Gm3086,-0.16,0.006,0.802,0.6,0.6,0.7,0.34941683180786215,1.0,0.1376553888415407
Gm6565,0.07,-1.098,-0.441,0.1,0.1,0.3,0.48376289371953335,0.053362722716941896,0.5367166448164783
Gm3468,0.886,-0.469,-0.083,0.4,0.2,0.1,0.7303638259558862,0.13284184055977563,0.9999999999999999
Prickle4,-0.671,0.045,0.152,1.0,1.1,1.2,0.052739531296177276,1.0,0.23944259863600256
Apoo,0.494,0.23,-0.105,0.5,0.5,0.4,0.8245060639433986,0.590801208053989,0.9999999999999998
Gm14510,0.511,,-1.295,0.0,0.0,0.0,0.8456711339658728,,0.7887799817897357
Rpl12-ps1,0.889,-0.104,0.482,0.2,0.1,0.1,0.7073822511915502,0.7887799817897355,0.9999999999999999
AL732460.1,1.441,,,0.0,0.0,0.0,0.4365880610203816,0.27222840122441616,
Snord23,0.347,-1.075,-0.86,0.1,0.0,0.1,0.9999999999999998,0.21910203741704776,0.21910203741704776
AC134426.1,,,,0.0,0.0,0.0,,,
AL672234.1,-0.877,0.349,0.949,0.1,0.0,0.1,0.11738679514629331,0.7887799817897357,0.8702764936696337
AC132471.1,0.057,1.16,0.363,0.1,0.1,0.2,0.6773801783493056,0.23944259863600284,0.7887799817897362
AC127028.1,-0.441,-0.089,0.393,0.4,0.2,0.3,0.2257909891480033,0.9234062909990736,0.4019564264992577
Gm8731,-0.808,-0.829,-0.031,0.1,0.2,0.3,0.20311066372005457,0.272228401224416,0.7887799817897359
Gm9434,0.887,-0.078,0.176,0.7,0.3,0.5,0.5704881172746246,0.9134339150167856,0.8058399218912217
Gm12671,1.444,0.268,0.106,0.1,0.0,0.1,0.9001384353975479,0.21910203741704776,0.7887799817897359
Gm13815,,,,0.0,0.0,0.0,,,
Gm15745,,-0.865,,0.0,0.0,0.0,,,
Gm10224,0.456,-0.246,-0.457,1.1,0.8,0.5,0.9277104256829748,0.5045544042724804,0.030466291662170977
Gm12985,0.738,-0.376,-0.029,0.7,0.4,0.6,0.8784045849704298,0.7263327847656138,0.9234062909990743
Gm5944,,-0.262,,0.0,0.0,0.0,0.4365880610203816,0.7887799817897357,
Rpsa-ps4,0.982,-0.358,-0.03,1.7,0.8,0.7,0.6119632429037969,0.33959903791278995,0.7458032603562914
Gm15989,0.626,-1.001,-0.289,0.6,0.3,0.3,0.6417620064865539,0.14490991940093917,0.7243774861131496
Gm13552,1.02,-0.175,-0.227,0.4,0.2,0.3,0.6301020222871196,0.7887799817897354,0.7887799817897355
Gm8880,,-0.69,,0.0,0.0,0.0,0.4365880610203816,0.27222840122441616,
Gm12922,-0.07,0.527,0.349,0.1,0.1,0.1,0.8456711339658725,0.7887799817897359,0.5908012080539887
Gm12247,0.832,0.244,,0.1,0.0,0.1,0.8090084953266752,,0.495025346059711
Gm13627,,,,0.0,0.0,0.0,,,
Gm14383,1.075,,,0.0,0.0,0.0,0.4365880610203816,0.495025346059711,
Gm12778,-1.303,-1.799,-0.684,0.0,0.0,0.0,0.05218140045705787,0.495025346059711,0.7887799817897357
Gm15560,0.434,0.046,0.0,0.4,0.2,0.4,0.9999999999999998,0.902727921573631,0.7887799817897359
Gm8644,1.108,-0.175,-0.621,0.1,0.0,0.0,0.8090084953266751,0.7887799817897357,
Gm16200,1.444,,0.286,0.1,0.0,0.1,0.35241319520191255,0.49502534605971116,0.7887799817897359
Gm14769,0.738,-0.813,-0.608,0.0,0.0,0.0,0.4365880610203816,,
Gm12647,,,,0.0,0.0,0.0,,,
Gm14530,0.236,,-0.539,0.0,0.0,0.0,,0.495025346059711,
Gm14279,2.077,0.202,1.011,0.1,0.0,0.1,0.285590940645201,0.21910203741704776,0.5908012080539887
Gm14753,1.821,0.865,,0.0,0.0,0.0,0.4365880610203816,,
Gm14200,-0.664,0.649,0.715,0.2,0.2,0.2,0.20311066372005512,0.8702764936696339,0.21910203741704792
Gm15528,0.832,2.297,0.057,0.1,0.2,0.1,0.5761317257177403,0.1455963158151423,0.9999999999999999
Gm12652,,,,0.0,0.0,0.0,0.2855909406452012,,0.49502534605971116
Gm12722,0.463,-0.101,0.922,0.2,0.1,0.1,0.9494755282016869,0.7887799817897362,0.23944259863600284
Rpl17-ps5,0.37,-0.008,-0.365,2.5,2.5,1.6,0.943242003962083,0.9569894084993027,0.4609704194848226
Gm14514,-1.579,-0.108,0.489,0.0,0.0,0.1,0.285590940645201,0.49502534605971116,0.7887799817897359
Gm5389,,,,0.0,0.0,0.0,,,
Gm13731,0.541,0.382,0.469,0.1,0.1,0.1,0.9999999999999998,0.272228401224416,0.8702764936696337
Gm13600,,,,0.0,0.0,0.0,,,
Gm11960,-0.581,-0.039,0.0,0.6,0.4,1.0,0.1311981240933062,0.9439668641174499,0.8436717205313309
Gm14934,-0.563,0.293,0.964,0.2,0.3,0.3,0.04705731725869527,0.495025346059711,0.04856685655980108
Gm12726,-0.022,,,0.0,0.0,0.0,0.8456711339658728,,
Ftl2,-0.714,-0.974,0.741,0.1,0.1,0.1,0.7209712020732304,0.27222840122441616,0.23944259863600284
Gm14217,0.313,1.406,-0.359,0.9,1.5,1.1,0.8819242971398955,0.16386862313158723,0.6055497116275909
Gm15785,-2.095,,,0.0,0.0,0.0,0.06235241600215038,0.27222840122441616,
Gm11809,0.79,-2.079,-0.029,0.1,0.0,0.0,0.7209712020732304,0.27222840122441616,
Gm12788,-0.186,-0.358,-0.352,0.2,0.1,0.3,0.5384659719172199,0.7887799817897357,0.495025346059711
Gm15636,-1.117,,1.838,0.1,0.1,0.1,0.2586286395199707,0.495025346059711,0.21910203741704776
Nap1l2,,0.799,0.692,0.1,0.0,0.1,0.05218140045705786,0.495025346059711,0.21910203741704776
Gm12181,,,,0.0,0.0,0.0,,,
Gm15547,1.423,-0.724,1.588,0.3,0.2,0.2,0.6319893941841646,0.32612059789896747,0.14822014621212784
Gm12904,0.847,,0.288,0.1,0.0,0.0,0.7209712020732304,0.27222840122441616,0.495025346059711
Gm13884,,,,0.0,0.0,0.0,,,
Gm9025,0.03,0.291,-0.032,1.7,1.8,2.3,0.7268554830108331,0.5058798453515079,0.9616336307043956
Gm15682,-0.239,0.056,0.388,0.8,0.6,1.1,0.3434750272050863,1.0,0.20221976389857657
Gm11687,1.345,0.732,-0.615,0.2,0.2,0.1,0.23112130586857788,0.21910203741704792,0.590801208053989
Gm11793,1.038,,0.744,0.1,0.1,0.1,0.8090084953266751,0.21910203741704776,0.7887799817897359
Gm12344,-0.044,,,0.0,0.0,0.0,,,
Gm14612,1.166,-1.369,0.552,0.0,0.0,0.0,0.4365880610203816,0.27222840122441616,0.49502534605971116
Gm12176,-0.083,,,0.0,0.0,0.0,0.2855909406452012,,
Gm13204,-0.523,-0.86,-0.015,0.2,0.3,0.6,0.24218786486666308,0.15403090300093605,0.72437748611315
Gm14323,0.131,-4.877,-1.496,0.2,0.0,0.1,0.5366721154447918,0.027556463711438817,0.272228401224416
Gm12587,,,,0.0,0.0,0.0,,,
Gm13359,1.055,-1.189,-0.203,0.3,0.1,0.1,0.39791732527399265,0.23944259863600265,0.7887799817897359
Gm11703,-0.103,0.967,0.447,0.1,0.1,0.1,0.3979173252739927,0.23944259863600284,0.495025346059711
Gm11408,,,-0.593,0.0,0.0,0.0,,,
Gm13430,1.213,,,0.1,0.0,0.0,0.203110663720055,0.27222840122441616,
Gm14869,-0.751,0.289,0.682,1.5,1.1,2.4,0.04211064933428588,0.6749411569291094,0.05675760823362904
Gm15659,,0.244,,0.1,0.0,0.0,0.4365880610203816,,
Gm11185,1.496,0.664,0.329,0.3,0.1,0.1,0.34806619392509086,0.72437748611315,0.9999999999999999
Gm8812,0.965,,0.481,0.0,0.0,0.0,,,
Gm13392,-0.865,0.55,-1.336,0.1,0.2,0.1,0.07841599308522082,0.2722284012244159,0.16967992890125827
Gm3244,0.562,-0.379,0.572,0.3,0.2,0.3,0.9999999999999998,0.6577951001753808,0.272228401224416
Gm14491,,0.244,,0.0,0.0,0.0,,,
Gm13226,-1.471,-1.16,-0.897,0.0,0.0,0.1,0.4365880610203816,0.21910203741704776,0.72437748611315
Gm11263,0.471,-0.134,-0.332,0.7,0.5,0.4,0.9999999999999998,0.7345458511273335,0.4397101096353207
Gm11989,0.357,-0.535,0.986,0.1,0.1,0.1,0.9999999999999998,0.495025346059711,0.21910203741704776
Gm12821,,-1.113,-1.682,0.1,0.0,0.0,0.09321632060943755,0.7887799817897357,
Gm13743,0.355,-0.378,-0.44,0.7,0.3,0.3,0.8962997903210919,0.2722284012244162,0.5993186840056489
Gm2986,-0.353,0.693,-0.708,1.1,0.7,0.9,0.1708037882984903,0.3468733161665416,0.20221976389857665
Gm13394,1.115,-0.279,-0.008,28.7,13.8,13.4,0.4094059996517783,0.5993905370621683,0.9373480023836211
Gm14274,1.447,0.279,1.954,0.4,0.2,0.2,0.538781840739,0.9999999999999999,0.16967992890125808
Amd-ps1,,,,0.0,0.0,0.1,,,0.495025346059711
Gm13771,-0.545,-0.311,0.463,0.0,0.0,0.0,0.35241319520191294,0.7887799817897357,0.49502534605971116
